"questionId","category","difficulty","questionContent","answerA","answerB","answerC","answerD","correctAnswerIndex","correctAnswerLetter","correctAnswerText","sourceFile","createdAt"
"q_223","Tường lửa & IDS/IPS","Medium","Đâu là một loại tường lửa?","Server gateway","Application server","Application-level gateway","Gateway server","2","C","Application-level gateway","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786368"
"q_224","Tường lửa & IDS/IPS","Hard","Ví điện tử Paypal là một dạng...","Khóa mã (encrypted key)","The ATM","Thẻ bài (token)","Thẻ thông minh (smart card)","2","C","Thẻ bài (token)","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786371"
"q_225","Tường lửa & IDS/IPS","Easy","Dạng xác thực sử dụng các thông tin nào dưới đây đảm bảo độ an toàn cao hơn?","Thẻ ATM và tên truy nhập","Tên truy nhập và số PIN","Thẻ ATM và số PIN","Tên truy nhập và mật khẩu","2","C","Thẻ ATM và số PIN","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786374"
"q_226","Tường lửa & IDS/IPS","Medium","Một trong các dạng khóa mã (encrypted keys) được sử dụng rộng rãi trong điều khiển truy nhập là:","E-token","Chứng chỉ số khóa công khai","The ATM","Mobile-token","1","B","Chứng chỉ số khóa công khai","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786377"
"q_227","Tường lửa & IDS/IPS","Medium","Tại sao một hệ thống phát hiện xâm nhập dựa trên chữ ký không thể phát hiện các tấn công, xâm nhập mới?","Do chữ ký của chúng chưa tồn tại trong hệ thống","Do các tấn công, xâm nhập mới không có chữ ký","Do các tấn công, xâm nhập mới không gây ra bất thường","Do các tấn công, xâm nhập mới chỉ gây thiệt hại nhỏ","0","A","Do chữ ký của chúng chưa tồn tại trong hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786380"
"q_228","Tường lửa & IDS/IPS","Easy","Ưu điểm của thẻ bài (token) so với thẻ thông minh (smart card) trong điều khiển truy nhập là:","Có cơ chế xác thực mạnh hơn","Có cơ chế xác thực đa dạng hơn","Được sử dụng rộng rãi hơn","Có chi phí rẻ hơn","1","B","Có cơ chế xác thực đa dạng hơn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786383"
"q_229","Tường lửa & IDS/IPS","Medium","Phương pháp xác thực nào dưới đây có thể cung cấp khả năng xác thực có độ an toàn cao nhất?","Sử dụng Smartcard","Sử dụng vân tay","Sử dụng chứng chỉ số","Sử dụng mật khẩu","1","B","Sử dụng vân tay","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786386"
"q_230","Tường lửa & IDS/IPS","Medium","Đâu là các tính năng của kiểm soát truy nhập sử dụng tường lửa?","Kiểm soát dịch vụ và các phần mềm","Kiểm soát người dùng và tin tặc","Kiểm soát dịch vụ và hướng","Kiểm soát virus và các malware khác","2","C","Kiểm soát dịch vụ và hướng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786389"
"q_231","Tường lửa & IDS/IPS","Easy","Ba cơ chế điều khiển truy nhập thông dụng gồm:","DAC, MAC và RRAC","DAC, BAC và RBAC","DAC, MAC và BAC","DAC, MAC và RBAC","3","D","DAC, MAC và RBAC","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786392"
"q_232","Tường lửa & IDS/IPS","Medium","Mục đích chính của điều khiển truy nhập là để đảm bảo các thuộc tính an ninh của thông tin, hệ thống và các tài nguyên, gồm:","Tính bảo mật, tính toàn vẹn và tính xác thực","Tính bí mật, tính toàn vẹn và tính xác thực","Tính bảo mật, tính toàn vẹn và tính sẵn dùng","Tính bí mật, tính toàn vẹn và tính sẵn dùng","3","D","Tính bí mật, tính toàn vẹn và tính sẵn dùng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786395"
"q_233","Tường lửa & IDS/IPS","Medium","Số lượng nhân tố (factor) xác thực sử dụng trong điều khiển truy nhập dựa trên thẻ thông minh là:","1","3","2","4","2","C","2","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786398"
"q_234","Tường lửa & IDS/IPS","Easy","Một nhiệm vụ chính của các hệ thống IDS/IPS là:","Truy tìm và tấn công ngược lại hệ thống của tin tặc","Giám sát lưu lượng mạng hoặc các hành vi trên một hệ thống để nhận dạng các dấu hiệu của tấn công, xâm nhập","Giám sát lưu lượng mạng nhận dạng các dấu hiệu của tấn công, xâm nhập","Giám sát các hành vi trên một hệ thống để nhận dạng các dấu hiệu của tấn công, xâm nhập","3","D","Giám sát các hành vi trên một hệ thống để nhận dạng các dấu hiệu của tấn công, xâm nhập","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786402"
"q_235","Tường lửa & IDS/IPS","Medium","Hai dịch vụ quan trọng nhất của một hệ thống điều khiển truy nhập là:","Authentication và Authorization","Authenticator và Administrator","Administrator và Authorization","Authentication và Administrator","0","A","Authentication và Authorization","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786405"
"q_236","Tường lửa & IDS/IPS","Medium","Tìm phát biểu đúng về phát hiện xâm nhập dựa trên chữ ký và phát hiện xâm nhập dựa trên bất thường:","Phát hiện xâm nhập dựa trên chữ ký thường có tỷ lệ phát hiện đúng cao hơn","Phát hiện xâm nhập dựa trên chữ ký thường có tỷ lệ phát hiện đúng thấp hơn","Phát hiện nhập nhập dựa trên bất thường có tỷ lệ phát hiện đúng cao hơn","2 cách phát hiện có tỉ lệ tương đương nhau","0","A","Phát hiện xâm nhập dựa trên chữ ký thường có tỷ lệ phát hiện đúng cao hơn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786408"
"q_237","Tường lửa & IDS/IPS","Easy","Tìm phát biểu đúng về dịch vụ xác thực trong điều khiển truy nhập:","Là quá trình xác minh tính chân thực của thông tin nhận dạng người dùng cung cấp","Là quá trình xác minh nhận dạng của chủ thể","Là quá trình xác minh các thông tin nhận dạng của chủ thể yêu cầu truy nhập đối tượng","Là quá trình xác minh nhận dạng của người dùng","2","C","Là quá trình xác minh các thông tin nhận dạng của chủ thể yêu cầu truy nhập đối tượng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786411"
"q_238","Tường lửa & IDS/IPS","Hard","Yếu tố nào cần được sử dụng kết hợp với một thẻ thông minh để xác thực?","PIN","Quét võng mạc","Mã hóa khóa","Thẻ nhớ","0","A","PIN","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786415"
"q_239","Tường lửa & IDS/IPS","Medium","Qui trình xác thực nào sử dụng nhiều hơn một yếu tố xác thực để login?","Đa yếu tố ( multi-factor)","Sinh trắc học","Thẻ thông minh","Keberos","0","A","Đa yếu tố ( multi-factor)","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786418"
"q_240","Tường lửa & IDS/IPS","Easy","Một trong các nhược điểm chính của điều khiển truy nhập dựa trên các đặc điểm sinh trắc học là:","Không được hỗ trợ rộng rãi","Chi phí đắt","Khó sử dụng","Công nghệ phức tạp","1","B","Chi phí đắt","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786421"
"q_241","Tường lửa & IDS/IPS","Medium","Ưu điểm của mật khẩu một lần (OTP-One Time Password) so với mật khẩu truyền thống là:","Chống được tấn công từ điển","Chống được tấn công vét cạn","Chống được tấn công phá mã","Chống được tấn công phát lại","3","D","Chống được tấn công phát lại","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786425"
"q_242","Tường lửa & IDS/IPS","Medium","Kỹ thuật tấn công SYN Floods khai thác điểm yếu trong khâu nào trong bộ giao thức TCP/IP?","Bắt tay 3 bước","Bắt tay 2 bước","Xác thực người dùng","Truyền dữ liệu","0","A","Bắt tay 3 bước","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786428"
"q_243","Tường lửa & IDS/IPS","Easy","Một điểm yếu điển hình trong hệ thống điều khiển truy cập là việc sử dụng mật khẩu dễ đoán hoặc mật khẩu được lưu ở dạng rõ. Đây là điểm yếu thuộc khâu:","Quản trị","Xác thực","Trao quyền","Xác thực và Trao quyền","1","B","Xác thực","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786431"
"q_244","Tường lửa & IDS/IPS","Medium","Để đảm bảo an toàn cho hệ thống điều khiển truy cập, một trong các biện pháp phòng chống hiệu quả là:","Không mở các email của người lạ hoặc email quảng cáo","Không cho phép chạy các chương trình điều khiển từ xa","Không cài đặt và chạy các chương trình tải từ các nguồn không tin cậy","Không dùng tài khoản có quyền quản trị để chạy các chương trình ứng dụng","3","D","Không dùng tài khoản có quyền quản trị để chạy các chương trình ứng dụng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786434"
"q_245","Tường lửa & IDS/IPS","Hard","Điều khiển truy nhập dựa trên luật (Rule-based access control) được sử dụng phổ biến trong:","VPN","Firewall","SSL/TLS","Kerberos","1","B","Firewall","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786437"
"q_246","Tường lửa & IDS/IPS","Easy","Phát hiện tấn công, xâm nhập dựa trên bất thường dựa trên giả thiết:","Các hành vi tấn công, xâm nhập gây tổn hại nghiêm trọng cho hệ thống","Các hành vi tấn công, xâm nhập thường có quan hệ chặt chẽ với các hành vi bất thường","Các hành vi tấn công, xâm nhập có quan hệ chặt chẽ với các dịch vụ được cung cấp","Các hành vi tấn công, xâm nhập gây ngắt quãng dịch vụ cung cấp cho người dùng","1","B","Các hành vi tấn công, xâm nhập thường có quan hệ chặt chẽ với các hành vi bất thường","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786440"
"q_247","Tường lửa & IDS/IPS","Medium","Các hệ thống phát hiện xâm nhập có thể thu thập dữ liệu đầu vào từ…","Các host","Mạng và các host","Mạng","Các router","1","B","Mạng và các host","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786443"
"q_248","Tường lửa & IDS/IPS","Medium","Một hệ thống điều khiển truy nhập có thể được cấu thành từ các dịch vụ nào sau đây:","Xác thực, đăng nhập và trao quyền","Xác thực, trao quyền và quản trị","Xác thực, đăng nhập và kiểm toán (auditing)","Xác thực, trao quyền và kiểm toán (auditing)","0","A","Xác thực, đăng nhập và trao quyền","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786446"
"q_249","Tường lửa & IDS/IPS","Easy","Sau khi một user đã được định danh (identifed), điều gì cần phải làm trước khi họ log vào một mạng máy tính ?","Xác thực với mật khẩu","Họ phải nhập user ID đã được mã hóa","Được phép truy cập với mức ưu tiên được thiết lập","Người quản trị phải enable để gõ vào","0","A","Xác thực với mật khẩu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786449"
"q_250","Tường lửa & IDS/IPS","Medium","Phát biểu nào sau đây đúng với cơ chế điều khiển truy cập DAC:","DAC cho phép người tạo ra đối tượng có thể cấp quyền quy cập cho người dùng khác","DAC cấp quyền truy cập dựa trên tính nhạy cảm của thông tin và chính sách quản trị","DAC quản lý quyền truy cập chặt chẽ hơn các cơ chế khác","DAC là cơ chế điều khiển truy cập được sử dụng rộng rãi nhất","0","A","DAC cho phép người tạo ra đối tượng có thể cấp quyền quy cập cho người dùng khác","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786452"
"q_251","Tường lửa & IDS/IPS","Medium","Các hệ điều hành Microsoft Windows và Linux sử dụng các mô hình điều khiển truy cập nào dưới đây?","DAC và Role-BAC","DAC và MAC","MAC và Role-BAC","MAC và Rule-BAC","0","A","DAC và Role-BAC","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786455"
"q_252","Tường lửa & IDS/IPS","Easy","Phát biểu nào sau đây đúng với cơ chế điều khiển truy cập RBAC:","RBAC cho phép người tạo ra đối tượng có thể cấp quyền truy cập cho người dùng khác","RBAC cấp quyền truy cập dựa trên tính nhạy cảm của thông tin và chính sách quản trị","RBAC cấp quyền truy cập dựa trên vai trò của người dùng trong tổ chức","RBAC là cơ chế điều khiển truy cập được sử dụng rộng rãi nhất","2","C","RBAC cấp quyền truy cập dựa trên vai trò của người dùng trong tổ chức","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786459"
"q_253","Tường lửa & IDS/IPS","Medium","Cho biết câu nào đúng trong các câu sau","Tất cả Firewall đều có chung thuộc tính là cho phép phân biệt hay đối xử khả năng từ chối hay truy nhập dựa vào địa chỉ nguồn","Chức năng chính của Firewall là kiểm sóat luồng thông tin giữa mạng cần bảo vệ và Internet thông qua các chính sách truy nhập đã được thiết lập","Hệ thống Firewall thường bao gồm cả phần cứng lẫn phần mềm","Tất cả đều đúng","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786462"
"q_254","Tường lửa & IDS/IPS","Medium","Đối với Firewall lọc gói, hình thức tấn công nào sau đây được thực hiện","Nhái địa chỉ IP, tấn công giữa, tấn công biên","Nhái địa chỉ IP, tấn công đường đi nguồn, tấn công từng mẫu nhỏ","Nhái địa chỉ IP, tấn công vượt firewall,tấn công từng mẫu nhỏ","Nhái địa chỉ IP, tấn công vượt firewall, tấn công đường đi nguồn","1","B","Nhái địa chỉ IP, tấn công đường đi nguồn, tấn công từng mẫu nhỏ","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786465"
"q_255","Tường lửa & IDS/IPS","Easy","Những chữ đầu của nhóm từ ACL là tên viết tắt của:","Arbitrary Code Language","Access Control Library","Access Control List","Allowed Computer List","2","C","Access Control List","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786468"
"q_256","Tường lửa & IDS/IPS","Medium","Nên cài mức truy cập mặc định là mức nào sau đây?","Full access","No access","Read access","Write access","1","B","No access","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786471"
"q_257","Tường lửa & IDS/IPS","Medium","Sau khi một user được định danh và xác thực hệ thống, để cho phép user sử dụng tài nguyên bạn phải thực hiện điều gì?","Phải được ủy quyền","Được truyền lại","Được mã hóa","Được enable","0","A","Phải được ủy quyền","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786474"
"q_258","Tường lửa & IDS/IPS","Easy","Bộ lọc địa chỉ MAC được định nghĩa như :","Được phép truy cập đến một địa chỉ MAC nhất định.","Ngăn chặn truy cập từ một địa chỉ MAC nhất định.","Mã hóa địa chỉ MAC của thiết bị không dây.","Tường lửa cá nhân","1","B","Ngăn chặn truy cập từ một địa chỉ MAC nhất định.","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786477"
"q_259","Tường lửa & IDS/IPS","Hard","Các mức độ nhạy cảm của thông tin được chia từ cao xuống thấp đối với an ninh quốc gia là:","Tối mật (Top Secret - T), Tuyệt mật (Secret - S), Mật (Confidential - C), Không phân loại (Unclassified - U).","Tuyệt mật (Secret - S), Tối mật (Top Secret - T), Mật (Confidential - C), Không phân loại (Unclassified - U).","Không phân loại (Unclassified - U), Mật (Confidential - C), Tối mật (Top Secret - T), Tuyệt mật (Secret - S).","Không phân loại (Unclassified - U), Mật (Confidential - C), Tuyệt mật (Secret - S), Tối mật (Top Secret - T).","0","A","Tối mật (Top Secret - T), Tuyệt mật (Secret - S), Mật (Confidential - C), Không phân loại (Unclassified - U).","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786481"
"q_260","Tường lửa & IDS/IPS","Medium","Đặc tính nào của các thiết bị mạng như router hay switch, cho phép điều khiển truy cập dữ liệu trên mạng ?","Giao thức DNS","Cập nhật vi chương trình ( Firmware)","Tường lửa","Danh sách điều khiển truy cập (ACL).","3","D","Danh sách điều khiển truy cập (ACL).","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786484"
"q_261","Tường lửa & IDS/IPS","Easy","Yếu tố nào cần được sử dụng kết hợp với một thẻ thông minh để xác thực ?","PIN","Quét võng mạc","Mã hóa khóa","Thẻ nhớ","0","A","PIN","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786487"
"q_262","Tường lửa & IDS/IPS","Medium","Phương pháp quét võng mạc thích hợp nhất đối với các dịch vụ nào sau đây?","Kiểm định","Xác thực","Kiểm soát truy cập","Bảo mật dữ liệu","1","B","Xác thực","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786490"
"q_263","Tường lửa & IDS/IPS","Medium","Yếu tố nào sau đây được coi là hữu ích nhất trong việc kiểm soát truy cập khi bị tấn công từ bên ngoài ?","Đăng nhập hệ thống ( System logs)","Phần mềm antivirus","Kerberos","Sinh trắc học","3","D","Sinh trắc học","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786493"
"q_264","Tường lửa & IDS/IPS","Easy","Điểm khác nhau chính giữa các hệ thống ngăn chặn đột nhập (IPS) và phát hiện đột nhập (IDS) là:","IPS có khả năng phát hiện và ngăn chặn tấn công tốt hơn IDS","IDS có khả năng phát hiện và ngăn chặn tấn công tốt hơn IPS","IPS có khả năng chủ động ngăn chặn tấn công so với IDS","IPS có chi phí lớn hơn IDS","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786496"
"q_265","Tường lửa & IDS/IPS","Medium","Để đánh giá điểm mạnh của hệ thống IDS người ta dựa vào các yếu tố sau :","Khởi sự, Cách thực hiện, biểu hiện mà nó ghi nhận","Khởi sự, giám sát vị trí, những đặc trưng ghép nối hoặc tích hợp","Cách thực hiện, biểu hiện mà nó ghi nhận, những đặc trưng ghép nối hoặc tích hợp","Tất cả đều đúng","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786499"
"q_266","Tường lửa & IDS/IPS","Hard","Khi thực hiện triển khai HIDS khó khăn gặp là","Chi phí lắp đặt cao, khó bảo quản và duy trì","Giới hạn tầm nhìn mạng, phải xử lí với nhiều hệ điều hành khác trên mạng.","Thường xuyên phải cập nhật bảng vá lỗi","Thường xuyên cài đặt lại phải khi hệ thống mạng thay đổi hệ điều hành","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786502"
"q_267","Tường lửa & IDS/IPS","Easy","Bộ lọc gói thực hiện chức năng nào ?","Ngăn chặn các gói trái phép đi vào từ mạng bên ngoài","Cho phép tất cả các gói rời mạng","Cho phép tất cả các gói đi vào mạng","Loại trừ sự xung đột trong mạng","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786505"
"q_268","Tường lửa & IDS/IPS","Medium","Hệ thống nào được cài đặt trên Host để cung cấp một tính năng IDS ?","Network sniffer","N-IDS (Network-based IDS)","H-IDS (Host-based IDS)","VPN","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786508"
"q_269","Tường lửa & IDS/IPS","Medium","Tổ chức chính cấp phát chứng chỉ được gọi là :","CA","RA","LRA","CRL","0","A","CA","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786511"
"q_270","Tường lửa & IDS/IPS","Easy","Các phát biểu sau đây phát biểu là là đúng nhất:","Firewall là một vành đai phòng thủ cho máy tính hoặc hệ thống trước những tấn công","Firewall là một điểm chặn của trong quá trình điều khiển và giám sát.","Firewall là một phần mềm hoặc phần cứng có khả năng ngăn chặn tấn công từ bên trong và bên ngoài vào hệ thống.","Firewall là một giải pháp giúp hệ thống phát hiện và ngăn chặn các truy cập trái phép","3","D","Firewall là một giải pháp giúp hệ thống phát hiện và ngăn chặn các truy cập trái phép","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786515"
"q_271","Mã hóa đối xứng & AES","Medium","Mô hình tổng quát đảm bảo an toàn thông tin và hệ thống thông tin thường gồm các lớp:","An ninh tổ chức, An ninh mạng và Điều khiển truy cập","An ninh tổ chức, Tưởng lửa và Điều khiển truy cập","An ninh tổ chức, An ninh mạng và An toàn hệ điều hành và ứng dụng","An ninh tổ chức, An ninh mạng và An ninh hệ thống","3","D","An ninh tổ chức, An ninh mạng và An ninh hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786518"
"q_272","Mã hóa đối xứng & AES","Medium","An toàn thông tin gồm hai lĩnh vực chính là:","An ninh mạng và An toàn hệ thống","An toàn máy tính và An toàn Internet","An toàn máy tính và An ninh mạng","An toàn công nghệ thông tin và Đảm bảo thông tin","3","D","An toàn công nghệ thông tin và Đảm bảo thông tin","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786522"
"q_273","Mã hóa đối xứng & AES","Easy","Tại sao cần phải đảm bảo an toàn cho thông tin?","Do có nhiều thiết bị kết nối mạng Internet với nhiều nguy cơ và đe dọa","Do có quá nhiều phần mềm độc hại","Do có quá nhiều nguy cơ tấn công mạng","Do có nhiều thiết bị kết nối mạng Internet","0","A","Do có nhiều thiết bị kết nối mạng Internet với nhiều nguy cơ và đe dọa","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786525"
"q_274","Mã hóa đối xứng & AES","Medium","An toàn hệ thống thông tin là:","Việc đảm bảo thông tin trong hệ thống không bị đánh cắp","Việc đảm bảo cho hệ thống thông tin hoạt động trơn tru, ổn định","Việc đảm bảo cho hệ thống thông tin không bị tấn công","Việc đảm bảo các thuộc tính an ninh, an toàn của hệ thống thông tin","3","D","Việc đảm bảo các thuộc tính an ninh, an toàn của hệ thống thông tin","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786529"
"q_275","Mã hóa đối xứng & AES","Medium","Người sử dụng hệ thống thông tin quản lý trong mô hình 4 loại hệ thống thông tin là:","Quản lý cao cấp","Giám đốc điều hành","Nhân viên","Quản lý bộ phận","3","D","Quản lý bộ phận","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786532"
"q_276","Mã hóa đối xứng & AES","Easy","Nguyên tắc cơ bản cho đảm bảo an toàn thông tin, hệ thống và mạng là:","Phòng vệ nhiều lớp có chiều sâu","Cần đầu tư trang thiết bị và chuyên gia đảm bảo an toàn","Cần mua sắm và lắp đặt nhiều thiết bị an ninh chuyên dụng","Cân bằng giữa tính hữu dụng, chi phí và tính năng","0","A","Phòng vệ nhiều lớp có chiều sâu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786536"
"q_277","Mã hóa đối xứng & AES","Medium","Một trong các nội dung rất quan trọng của quản lý an toàn thông tin là:","Quản lý các ứng dụng","Quản lý hệ thống","Quản lý hệ điều hành","Quản lý rủi ro","3","D","Quản lý rủi ro","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786539"
"q_278","Mã hóa đối xứng & AES","Medium","Một thông điệp có nội dung nhạy cảm truyền trên mạng bị sửa đổi. Các thuộc tính an toàn thông tin nào bị vi phạm?","Bí mật, Toàn vẹn và sẵn dùng","Bí mật và Toàn vẹn","Bí mật","Toàn vẹn","1","B","Bí mật và Toàn vẹn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786543"
"q_279","Mã hóa đối xứng & AES","Easy","Nguy cơ bị tấn công từ chối dịch vụ (DoS) và từ chối dịch vụ phân tán (DDoS) thường gặp ở vùng nào trong 7 vùng cơ sở hạ tầng CNTT?","Vùng máy trạm","Vùng mạng WAN","Vùng mạng LAN-to-WAN","Vùng mạng LAN","1","B","Vùng mạng WAN","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786550"
"q_280","Mã hóa đối xứng & AES","Hard","An toàn thông tin (Information Security) là gì?","Là việc phòng chống đánh cắp thông tin","Là việc bảo vệ chống truy nhập, sử dụng, tiết lộ, sửa đổi, hoặc phá hủy thông tin một cách trái phép","Là việc bảo vệ chống sử dụng, tiết lộ, sửa đổi, vận chuyển hoặc phá hủy thông tin một cách trái phép","Là việc phòng chống tấn công mạng","1","B","Là việc bảo vệ chống truy nhập, sử dụng, tiết lộ, sửa đổi, hoặc phá hủy thông tin một cách trái phép","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786554"
"q_281","Mã hóa đối xứng & AES","Medium","Tìm phát biểu đúng trong các phát biểu sau:","Mối đe dọa là bất kỳ một hành động tấn công nào vào hệ thống mạng.","Mối đe dọa là bất kỳ một hành động nào có thể gây hư hại đến các tài nguyên hệ thống.","Mối đe dọa là bất kỳ một hành động tấn công nào vào hệ thống máy tính.","Mối đe dọa là bất kỳ một hành động tấn công nào vào hệ thống máy tính và mạng.","1","B","Mối đe dọa là bất kỳ một hành động nào có thể gây hư hại đến các tài nguyên hệ thống.","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786557"
"q_282","Mã hóa đối xứng & AES","Easy","Đây là một trong các biện pháp phòng chống tấn công khai thác lỗi tràn bộ đệm?","Sử dụng tường lửa","Sử dụng công nghệ xác thực mạnh","Sử dụng các kỹ thuật mật mã","Sử dụng cơ chế cẩm thực hiện mã trong dữ liệu","3","D","Sử dụng cơ chế cẩm thực hiện mã trong dữ liệu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786561"
"q_283","Mã hóa đối xứng & AES","Medium","Trong tấn công khai thác lỗi tràn bộ đệm, tin tặc thường sử dụng một số lệnh NOP (No Operation) ở phần đầu của mã tấn công. Mục đích của việc này là để:","Tăng khả năng phá hoại của mã tấn công","Tăng khả năng gây tràn bộ đệm","Tăng khả năng mã tấn công được thực hiện","Tăng khả năng gây lỗi chương trình","2","C","Tăng khả năng mã tấn công được thực hiện","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786564"
"q_284","Mã hóa đối xứng & AES","Medium","Tìm phát biểu đúng trong các phát biểu sau:","Điểm yếu hệ thống chỉ xuất hiện trong các mô đun phần mềm","Điểm yếu chỉ xuất hiện khi hệ thống bị tấn công","Điểm yếu hệ thống có thể xuất hiện trong cả các mô đun phần cứng và phần mềm","Điểm yếu hệ thống chỉ xuất hiện trong các mô đun phần cứng","2","C","Điểm yếu hệ thống có thể xuất hiện trong cả các mô đun phần cứng và phần mềm","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786568"
"q_285","Mã hóa đối xứng & AES","Easy","Các vùng bộ nhớ thường bị tràn gồm:","Ngăn xếp (Stack) và vùng nhớ cấp phát động (Heap)","Ngăn xếp (Stack) và Bộ nhớ đệm (Cache)","Hàng đợi (Queue) và vùng nhớ cấp phát động (Heap)","Hàng đợi (Queue) và Ngăn xếp (Stack)","0","A","Ngăn xếp (Stack) và vùng nhớ cấp phát động (Heap)","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786572"
"q_286","Mã hóa đối xứng & AES","Medium","Các thành phần chính của hệ thống máy tính gồm:","CPU, Bộ nhớ, HDD, hệ điều hành và các ứng dụng","CPU, hệ điều hành và các ứng dụng","Hệ thống phần cứng và Hệ thống phần mềm","CPU, Bộ nhớ, HDD và Hệ thống bus truyền dẫn","2","C","Hệ thống phần cứng và Hệ thống phần mềm","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786576"
"q_287","Mã hóa đối xứng & AES","Hard","Nguyên nhân của sự tồn tại các điểm yếu trong hệ thống có thể do:","Lỗi thiết kế, lỗi cài đặt và lập trình","Tất cả các khâu trong quá trình phát triển và vận hành","Lỗi quản trị","Lỗi cấu hình hoạt động","1","B","Tất cả các khâu trong quá trình phát triển và vận hành","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786579"
